FLIGHT_ID,CALLSIGN,OPERATOR,ICAO_ACTYPE,ADEP,DEST,TAS,RFL,TYPE_OF_TRANSPONDER,Date_Added,RUNWAY,GATE,STACK
20467309,SIA7393,SIA,B744,EHAM,OMSJ,500,310.0,L,2023-11-27,,,
20467310,KLM856,KLM,B772,RKSI,EHAM,506,260.0,L,2023-11-27,18R,E09,ARTIP
20467311,KLM588,KLM,A333,DNMM,EHAM,475,320.0,L,2023-11-27,18R,F05,RIVER
20467312,TRA19T,TRA,B738,EHAM,LGTS,438,350.0,L,2023-11-27,,,
20467313,TRA1833,TRA,B738,EHAM,LGKO,448,370.0,L,2023-11-27,,,
20467314,DAL70,DAL,A333,KATL,EHAM,470,390.0,L,2023-11-27,18R,E02,SUGOL
20467315,KLM428,KLM,B789,OMDB,EHAM,487,320.0,L,2023-11-27,18R,E07,ARTIP
20467316,TRA163,TRA,B738,EHAM,LTAI,447,370.0,L,2023-11-27,,,
20467317,TRA6341,TRA,B738,EHAM,LEIB,455,350.0,L,2023-11-27,,,
20467318,TRA71R,TRA,B738,EHAM,LEMH,447,390.0,L,2023-11-27,,,
20467320,DAL46,DAL,B763,KJFK,EHAM,460,360.0,L,2023-11-27,18R,D02,SUGOL
20467321,DAL132,DAL,B77L,KDTW,EHAM,485,350.0,L,2023-11-27,18R,E19,SUGOL
20467322,DAL256,DAL,A333,KBOS,EHAM,470,390.0,L,2023-11-27,18R,D03,SUGOL
20467324,KLM576,KLM,A333,FNLU,EHAM,475,320.0,L,2023-11-27,18R,E22,RIVER
20467325,TRA1411,TRA,B738,EHAM,LGIR,448,370.0,L,2023-11-27,,,
20467327,CAO1035,CAO,B77L,ZSPD,EHAM,486,260.0,L,2023-11-27,18R,S96,ARTIP
20467328,CSN307,CSN,A333,ZGGG,EHAM,475,292.0,L,2023-11-27,18R,E18,ARTIP
20467329,CND711,CND,B738,EHAM,LGZA,437,330.0,L,2023-11-27,,,
20467330,TRA6223,TRA,B738,EHAM,LEMG,454,370.0,L,2023-11-27,,,
20467331,TRA44H,TRA,B738,EHAM,LGSA,446,370.0,L,2023-11-27,,,
20467332,KLM86,KLM,B744,CYYZ,EHAM,490,370.0,L,2023-11-27,18R,F06,SUGOL
20467333,TRA156,TRA,B738,LTAI,EHAM,452,400.0,L,2023-11-27,18R,E04,ARTIP
20467334,KLM810,KLM,B77W,WMKK,EHAM,487,280.0,L,2023-11-27,18R,F03,ARTIP
20467335,CSN345,CSN,A388,ZBAA,EHAM,490,322.0,L,2023-11-27,18R,E24,ARTIP
20467336,TFL197,TFL,B738,EHAM,LGKP,445,370.0,H,2023-11-27,,,
20467337,KLM590,KLM,B772,DGAA,EHAM,491,320.0,L,2023-11-27,18R,E05,RIVER
20467338,TRA97P,TRA,B738,EHAM,LEPA,455,370.0,L,2023-11-27,,,
20467339,TFL783,TFL,B763,EHAM,LTAI,443,350.0,H,2023-11-27,,,
20467340,CPA271,CPA,A35K,VHHH,EHAM,494,226.0,L,2023-11-27,18R,G03,ARTIP
20467341,EWG6BR,EWG,A333,KEWR,EDDL,448,330.0,H,2023-11-27,,,
20467342,TRA28P,TRA,B738,EHAM,LGPZ,449,370.0,L,2023-11-27,,,
20467343,KLM642,KLM,A333,KJFK,EHAM,470,350.0,L,2023-11-27,18R,D07,SUGOL
20467344,TFL46W,TFL,B738,EHAM,LEIB,454,370.0,L,2023-11-27,,,
20467345,CHH491,CHH,A333,ZBAA,EBBR,489,370.0,L,2023-11-27,,,
20467346,TRA43F,TRA,B738,EHAM,LPFR,457,360.0,L,2023-11-27,,,
20467347,TRA89A,TRA,B738,EHAM,LEBL,455,350.0,L,2023-11-27,,,
20467348,CAI7NA,CAI,B738,EHBK,LTFE,373,170.0,L,2023-11-27,,,
20467349,KLM422,KLM,A332,OEDF,EHAM,484,300.0,L,2023-11-27,18R,G04,ARTIP
20467350,TRA5U,TRA,B738,EHAM,LGKO,446,370.0,L,2023-11-27,,,
20467351,TRA36J,TRA,B738,EHAM,GCLP,418,240.0,L,2023-11-27,,,
20467352,TRA951Z,TRA,B738,EHAM,GCTS,418,240.0,L,2023-11-27,,,
20467353,KLM48,KLM,B772,KORD,EHAM,485,350.0,L,2023-11-27,18R,E20,SUGOL
20467354,TRA6875,TRA,B738,EHAM,LGIR,448,370.0,L,2023-11-27,,,
20467355,TRA4Q,TRA,B738,EHAM,GCFV,456,360.0,L,2023-11-27,,,
20467356,TRA5799,TRA,B738,EHAM,LLBG,449,370.0,L,2023-11-27,,,
20467357,KLM38D,KLM,E190,EBBR,EHAM,353,140.0,H,2023-11-27,18R,B32,RIVER
20467358,KLM26M,KLM,E75L,EDDV,EHAM,391,240.0,L,2023-11-27,18R,A52,ARTIP
20467359,TFL490,TFL,B738,GMTA,EHRD,456,380.0,L,2023-11-27,24,B2,
20467360,TRA88B,TRA,B737,EHAM,LEAL,446,350.0,L,2023-11-27,,,
20467361,UAL70,UAL,B764,KEWR,EHAM,460,310.0,L,2023-11-27,18R,D04,SUGOL
20467362,KLM808,KLM,B772,RCTP,EHAM,493,260.0,L,2023-11-27,18R,E03,ARTIP
20467363,CND771,CND,B738,EHBK,LBBG,354,170.0,L,2023-11-27,,,
20467364,TRA20W,TRA,B738,EHAM,LEMG,455,350.0,L,2023-11-27,,,
20467365,TRA52K,TRA,B738,EHAM,GMMX,455,350.0,L,2023-11-27,,,
20467366,SIA324,SIA,A359,WSSS,EHAM,500,340.0,L,2023-11-27,18R,G07,ARTIP
20467367,KLM24,KLM,B789,KIAH,EHAM,487,350.0,L,2023-11-27,18R,E17,SUGOL
20467368,KLM28K,KLM,B738,EKBI,EHAM,450,220.0,L,2023-11-27,18R,C09,ARTIP
20467369,KLM174,KLM,B744,HKJK,EHAM,515,320.0,L,2023-11-27,18R,E08,ARTIP
20467370,KLM88J,KLM,E190,EDDH,EHAM,390,200.0,H,2023-11-27,18C,B24,ARTIP
20467371,KLM34Z,KLM,E75L,EDDL,EHAM,324,180.0,L,2023-11-27,18C,A44,ARTIP
20467372,TRA1A,TRA,B738,EHAM,LICC,450,370.0,L,2023-11-27,,,
20467373,KLM62N,KLM,E75L,EDDW,EHAM,374,220.0,L,2023-11-27,18C,A56,ARTIP
20467374,KLM538,KLM,A333,HUEN,EHAM,476,360.0,L,2023-11-27,18C,F04,ARTIP
20467375,TRA507C,TRA,B738,EHAM,LGRP,474,330.0,L,2023-11-27,,,
20467376,TFL755,TFL,A320,EHAM,LTAI,448,370.0,S,2023-11-27,,,
20467377,KLM30T,KLM,E190,ENZV,EHAM,461,260.0,H,2023-11-27,18C,B16,ARTIP
20467378,TRA85G,TRA,B737,EHAM,LJLJ,434,370.0,L,2023-11-27,,,
20467379,KLM36L,KLM,E75L,ELLX,EHAM,339,220.0,L,2023-11-27,18R,B36,RIVER
20467380,KLM80Z,KLM,E75L,EDDN,EHAM,436,340.0,L,2023-11-27,18C,A35,ARTIP
20467381,KLM44R,KLM,B738,EDDT,EHAM,464,260.0,L,2023-11-27,18C,C13,ARTIP
20467382,GIA088,GIA,B77W,WIII,EHAM,507,300.0,L,2023-11-27,18C,G09,ARTIP
20467383,KLM42A,KLM,E190,EDDS,EHAM,392,240.0,L,2023-11-27,18C,A65,ARTIP
20467384,KLM29E,KLM,B772,KIAD,EHAM,485,370.0,L,2023-11-27,18R,F09,SUGOL
20467385,TRA6915,TRA,B738,EHAM,LIEO,450,370.0,L,2023-11-27,,,
20467386,KLM96F,KLM,B738,EKCH,EHAM,455,260.0,L,2023-11-27,18C,D44,ARTIP
20467387,FHM7094,FHM,A320,LTAU,EHRD,460,340.0,H,2023-11-27,24,D2,
20467388,KLM569,KLM,B78X,HTDA,EHAM,503,340.0,L,2023-11-27,18C,F07,ARTIP
20467389,UAL946,UAL,B764,KIAD,EHAM,460,230.0,L,2023-11-27,18R,G08,SUGOL
20467390,KLM1721,KLM,E190,EHAM,EBBR,352,150.0,L,2023-11-27,,,
20467391,KLM39V,KLM,B738,EHAM,ESSA,451,350.0,L,2023-11-27,,,
20467392,KQA118,KQA,B788,HKJK,EHAM,494,360.0,L,2023-11-27,18C,G06,ARTIP
20467393,KLM1853,KLM,E75L,EHAM,EDDL,324,210.0,L,2023-11-27,,,
20467394,KLM1839,KLM,B737,EHAM,LOWW,433,350.0,L,2023-11-27,,,
20467395,XRO486,XRO,F900,EHRD,EHAM,420,90.0,S,2023-11-27,22,GL,
20467396,KLM1351,KLM,E190,EHAM,LKPR,447,390.0,H,2023-11-27,,,
20467397,CSN451,CSN,B77L,ZSPD,EHAM,482,300.0,L,2023-11-27,18C,R81,ARTIP
20467398,KLM76A,KLM,E190,LFBD,EHAM,447,400.0,H,2023-11-27,18C,A72,RIVER
20467399,KLM1392,KLM,B737,ULLI,EHAM,464,200.0,L,2023-11-27,18C,D54,ARTIP
20467400,KLM714,KLM,B744,SMJP,EHAM,490,350.0,L,2023-11-27,18R,E19,SUGOL
20467401,KLM646,KLM,B789,KJFK,EHAM,487,390.0,L,2023-11-27,18R,D43,SUGOL
20467402,TRA96V,TRA,B737,EHRD,LEAL,443,330.0,L,2023-11-27,,,
20467403,KLM81V,KLM,E75L,EHAM,EDDH,355,290.0,L,2023-11-27,,,
20467404,TRA731,TRA,B737,EHRD,LTAI,438,370.0,L,2023-11-27,,,
20467405,KLM49W,KLM,E190,EHAM,LSGG,431,330.0,H,2023-11-27,,,
20467406,KLM1350,KLM,B738,LKPR,EHAM,452,320.0,L,2023-11-27,18C,C06,ARTIP
20467407,KLM672,KLM,A332,CYUL,EHAM,470,370.0,L,2023-11-27,18R,D47,SUGOL
20467408,KLM1206,KLM,E190,ENCN,EHAM,461,260.0,H,2023-11-27,18C,A73,ARTIP
20467409,KLM74L,KLM,B738,ESGG,EHAM,464,400.0,L,2023-11-27,18C,D48,ARTIP
20467410,CND715,CND,B738,EHAM,LGKR,444,350.0,L,2023-11-27,,,
20467411,FOO8404,FOO,A321,EHAM,EGGW,437,240.0,S,2023-11-27,,,
20467413,AUA37M,AUA,E195,EHAM,LOWW,390,330.0,L,2023-11-27,,,
20467414,AZA75C,AZA,A320,EHAM,LIMC,438,390.0,L,2023-11-27,,,
20467415,TRA6259,TRA,B738,EHRD,LDSP,443,370.0,L,2023-11-27,,,
20467416,TRA25T,TRA,B738,EHEH,LEAL,455,330.0,L,2023-11-27,,,
20467417,CND791,CND,B738,EHAM,LTBS,448,350.0,L,2023-11-27,,,
20467418,KLM1141,KLM,E190,EHAM,ENGM,361,370.0,H,2023-11-27,,,
20467419,TRA2M,TRA,B737,EHRD,LEMG,445,330.0,L,2023-11-27,,,
20467420,VLG831Y,VLG,A320,EHAM,LEBL,453,350.0,S,2023-11-27,,,
20467421,TRA58G,TRA,B738,EHEH,LEZL,451,330.0,L,2023-11-27,,,
20467422,CPA339,CPA,A359,VHHH,EBBR,495,150.0,L,2023-11-27,,,
20467423,KLM36M,KLM,B737,LFLL,EHAM,446,360.0,L,2023-11-27,18R,B17,RIVER
20467424,EJU73DE,EJU,A319,EHAM,LFMN,438,370.0,L,2023-11-27,,,
20467425,SWR71H,SWR,A320,EHAM,LSZH,472,330.0,L,2023-11-27,,,
20467426,TRA17A,TRA,B738,EHEH,LEVC,455,330.0,L,2023-11-27,,,
20467427,LOT27M,LOT,E195,EHAM,EPWA,395,330.0,H,2023-11-27,,,
20467428,TAP669,TAP,A20N,EHAM,LPPT,452,380.0,L,2023-11-27,,,
20467429,KLM61Z,KLM,B737,EHAM,LEMD,466,350.0,L,2023-11-27,,,
20467430,KLM69H,KLM,B738,EHAM,EDDT,424,330.0,L,2023-11-27,,,
20467432,KLM47B,KLM,E190,EHAM,LSZH,430,330.0,H,2023-11-27,,,
20467433,EJU94DN,EJU,A320,EHAM,EGKK,407,240.0,L,2023-11-27,,,
20467434,TRA49W,TRA,B738,EHAM,LOWI,444,350.0,L,2023-11-27,,,
20467435,TFL797,TFL,B763,EHAM,LTBS,454,350.0,L,2023-11-27,,,
20467436,EJU65FK,EJU,A320,EHAM,LDDU,443,370.0,L,2023-11-27,,,
20467437,KLM84X,KLM,E75L,LFSB,EHAM,419,360.0,L,2023-11-27,18R,A54,RIVER
20467438,DAL134,DAL,A333,KDTW,EHAM,470,350.0,L,2023-11-27,18R,D53,SUGOL
20467439,KLM678,KLM,A332,CYYC,EHAM,470,370.0,L,2023-11-27,18R,E06,SUGOL
20467440,TRA285R,TRA,B738,EHRD,LFTH,448,330.0,L,2023-11-27,,,
20467441,TRA21P,TRA,B737,EHRD,LFBE,438,330.0,L,2023-11-27,,,
20467442,EJU82WT,EJU,A320,EHAM,LIMJ,442,370.0,L,2023-11-27,,,
20467443,KLM1277,KLM,B737,EHAM,EGPH,460,400.0,L,2023-11-27,,,
20467444,KLM1328,KLM,E190,EKYT,EHAM,461,260.0,H,2023-11-27,18C,A46,ARTIP
20467445,KLM1178,KLM,E190,ESSL,EHAM,463,400.0,H,2023-11-27,18C,B92,ARTIP
20467446,KLM1454,KLM,E190,LFRS,EHAM,397,320.0,H,2023-11-27,18C,B94,RIVER
20467447,KLM38H,KLM,B738,LIPZ,EHAM,453,380.0,L,2023-11-27,18C,B13,ARTIP
20467448,KLM26B,KLM,E190,LIPE,EHAM,453,380.0,H,2023-11-27,18C,A32,ARTIP
20467449,UAE9749,UAE,B77L,HKJK,EHAM,498,310.0,L,2023-11-27,18C,R77,ARTIP
20467450,TRA48V,TRA,B737,EHRD,LEVC,444,330.0,L,2023-11-27,,,
20467451,KLM1184,KLM,B738,ENBR,EHAM,472,260.0,L,2023-11-27,18C,C12,ARTIP
20467452,KLM11P,KLM,B738,EHAM,LFPG,416,210.0,L,2023-11-27,,,
20467453,TRA22V,TRA,B737,EHEH,GMMX,441,370.0,L,2023-11-27,,,
20467454,KLM45C,KLM,E190,EHAM,EDDM,454,350.0,S,2023-11-27,,,
20467455,KLM19U,KLM,B739,EHAM,LIRF,453,370.0,L,2023-11-27,,,
20467456,KLM736,KLM,B744,TNCC,EHAM,490,350.0,L,2023-11-27,18R,E22,SUGOL
20467457,KLM46Q,KLM,E75L,EGSH,EHAM,450,210.0,L,2023-11-27,18R,A41,SUGOL
20467458,KLM900,KLM,B738,UUEE,EHAM,464,260.0,L,2023-11-27,18C,D52,ARTIP
20467459,KLM1001,KLM,B738,EHAM,EGLL,442,240.0,L,2023-11-27,,,
20467460,EJU83EP,EJU,A320,EHAM,LEPA,453,350.0,L,2023-11-27,,,
20467461,KLM79M,KLM,B738,EHAM,EKCH,429,310.0,L,2023-11-27,,,
20467462,CXI151,CXI,B738,LGIR,EHRD,458,360.0,L,2023-11-27,24,C1,
20467463,FOO255H,FOO,A321,EHAM,LIRF,447,390.0,S,2023-11-27,,,
20467464,KLM724,KLM,A332,MUHA,EHAM,470,350.0,L,2023-11-27,18R,G05,SUGOL
20467465,BEL56M,BEL,A319,EKCH,EBBR,463,310.0,H,2023-11-27,,,
20467466,KLM82G,KLM,E75L,ENTO,EHAM,443,380.0,L,2023-11-27,18R,A64,SUGOL
20467467,KLM836,KLM,B77W,WSSS,EHAM,507,280.0,L,2023-11-27,18C,E24,ARTIP
20467468,DAL178,DAL,A333,KPDX,EHAM,470,350.0,L,2023-11-27,18R,D57,SUGOL
20467469,KLM27V,KLM,B738,EGCC,EHAM,450,290.0,L,2023-11-27,18R,D54,SUGOL
20467470,KLM90J,KLM,B737,EGBB,EHAM,450,230.0,L,2023-11-27,18R,D41,SUGOL
20467471,EJU16KM,EJU,A319,LIMC,EHAM,432,220.0,L,2023-11-27,18C,H01,RIVER
20467472,KLM20R,KLM,E75L,LIMF,EHAM,415,340.0,L,2023-11-27,18C,A33,RIVER
20467473,KLM52F,KLM,B737,EPWA,EHAM,460,400.0,L,2023-11-27,18C,C10,ARTIP
20467474,KLM1762,KLM,E190,EDDF,EHAM,393,240.0,H,2023-11-27,18C,A75,ARTIP
20467475,DAL56,DAL,B763,KSLC,EHAM,460,330.0,L,2023-11-27,18R,E75,SUGOL
20467476,TRA5E,TRA,B738,EHEH,LEIB,452,370.0,L,2023-11-27,,,
20467477,TFL665,TFL,A320,EHAM,GCTS,450,320.0,H,2023-11-27,,,
20467478,TFL89V,TFL,B738,EHAM,LGKO,449,370.0,H,2023-11-27,,,
20467479,TRA95H,TRA,B738,EHEH,LGIR,447,370.0,L,2023-11-27,,,
20467482,DAL160,DAL,A333,KMSP,EHAM,470,390.0,L,2023-11-27,18R,D49,SUGOL
20467483,KLM71C,KLM,B738,LFBO,EHAM,450,380.0,L,2023-11-27,18C,C05,RIVER
20467484,AFR21MY,AFR,A321,LFPG,EHAM,384,220.0,H,2023-11-27,18C,C07,RIVER
20467485,KLM446,KLM,A333,OKBK,EHAM,470,320.0,L,2023-11-27,18C,E18,ARTIP
20467486,DAL142,DAL,A333,KSEA,EHAM,470,330.0,L,2023-11-27,18R,D07,SUGOL
20467487,KLM22A,KLM,B738,LEMD,EHAM,449,220.0,L,2023-11-27,18C,C15,RIVER
20467488,KLM67K,KLM,E75L,EGNJ,EHAM,450,230.0,L,2023-11-27,18R,A45,SUGOL
20467489,TFL82L,TFL,B738,EHAM,GVBA,459,350.0,L,2023-11-27,,,
20467490,KLM1140,KLM,B737,ENGM,EHAM,461,240.0,L,2023-11-27,18C,C04,ARTIP
20467491,IBS3721,IBS,A320,EHAM,LEMD,440,210.0,S,2023-11-27,,,
20467492,EJU17LR,EJU,A320,EHAM,LICC,446,370.0,L,2023-11-27,,,
20467493,KLM1264,KLM,B737,LFML,EHAM,445,220.0,L,2023-11-27,18C,C11,RIVER
20467494,BEL51J,BEL,A319,ENGM,EBBR,459,190.0,H,2023-11-27,,,
20467495,KLM70X,KLM,E190,ENVA,EHAM,462,380.0,H,2023-11-27,18R,B28,SUGOL
20467496,KLM872,KLM,B789,VIDP,EHAM,522,320.0,L,2023-11-27,18C,F04,ARTIP
20467497,KLM1916,KLM,E190,EPGD,EHAM,460,260.0,H,2023-11-27,18C,B36,ARTIP
20467498,DAL72,DAL,B77L,KATL,EHAM,485,350.0,L,2023-11-27,18R,E07,SUGOL
20467499,EZY1829,EZY,A320,EGCC,EHAM,460,250.0,L,2023-11-27,18R,H03,SUGOL
20467500,KZR903,KZR,A321,UATG,EHAM,458,340.0,H,2023-11-27,18C,D92,ARTIP
20467501,KLM66G,KLM,B737,EGNT,EHAM,450,330.0,L,2023-11-27,18R,D56,SUGOL
20467502,EJU86XL,EJU,A319,EHAM,LEMG,443,310.0,L,2023-11-27,,,
20467503,KLM1710,KLM,E190,LPPR,EHAM,437,360.0,L,2023-11-27,18R,A43,RIVER
20467504,KLM933,KLM,E190,EHAM,EIDW,463,380.0,H,2023-11-27,,,
20467505,KLM68T,KLM,E195,EIDW,EHAM,425,350.0,S,2023-11-27,18R,B91,SUGOL
20467506,KLM1628,KLM,B739,LIMC,EHAM,455,220.0,L,2023-11-27,18C,D27,RIVER
20467507,KLM60C,KLM,B739,LGAV,EHAM,460,340.0,L,2023-11-27,18C,D24,ARTIP
20467508,KLM24H,KLM,E190,LFMN,EHAM,451,380.0,H,2023-11-27,18C,B24,RIVER
20467509,KLM42F,KLM,E75L,ENAL,EHAM,430,260.0,L,2023-11-27,18C,A55,ARTIP
20467510,BCS89B,BCS,A306,EGNX,EDDP,460,230.0,S,2023-11-27,,,
20467511,AAL220,AAL,B772,KDFW,EHAM,485,390.0,L,2023-11-27,18R,G03,SUGOL
20467512,KLM18S,KLM,B738,LEBL,EHAM,452,220.0,L,2023-11-27,18C,D22,RIVER
20467513,KLM64J,KLM,B738,EGPH,EHAM,450,390.0,L,2023-11-27,18R,D93,SUGOL
20467514,TRA79G,TRA,B738,EHEH,LGAV,369,230.0,L,2023-11-27,,,
20467515,KLM34V,KLM,B738,EDDM,EHAM,455,340.0,L,2023-11-27,18C,C09,ARTIP
20467516,RYR9271,RYR,B738,EGSS,EHEH,450,190.0,S,2023-11-27,21,,
20467517,EJU36PD,EJU,A319,EDDB,EHAM,445,280.0,L,2023-11-27,18C,H02,ARTIP
20467518,KLM74S,KLM,B738,LPPT,EHAM,445,220.0,L,2023-11-27,18C,D44,RIVER
20467519,KLM462,KLM,B739,LLBG,EHAM,481,340.0,L,2023-11-27,18C,C08,ARTIP
20467520,KLM32W,KLM,B737,EGPD,EHAM,459,390.0,L,2023-11-27,18R,D14,SUGOL
20467521,KLM1046,KLM,E190,EGGD,EHAM,460,270.0,H,2023-11-27,18R,A61,SUGOL
20467522,TRA30X,TRA,B737,EHRD,LPFR,453,400.0,L,2023-11-27,,,
20467523,TRA98W,TRA,B738,EHEH,LEMG,470,320.0,L,2023-11-27,,,
20467524,KLM78E,KLM,E190,EGNM,EHAM,460,230.0,H,2023-11-27,18R,A65,SUGOL
20467525,KLM1153,KLM,E75L,EHAM,ESGG,411,370.0,L,2023-11-27,,,
20467526,KLM35Q,KLM,E190,EHAM,LFLL,428,330.0,H,2023-11-27,,,
20467527,KLM98N,KLM,E190,LIRQ,EHAM,422,300.0,H,2023-11-27,18R,A74,RIVER
20467528,KLM50G,KLM,E190,LSZH,EHAM,380,280.0,H,2023-11-27,18C,A42,RIVER
20467529,KLM74R,KLM,B738,ESSA,EHAM,463,200.0,L,2023-11-27,18C,D12,ARTIP
20467530,KLM1000,KLM,B738,EGLL,EHAM,450,230.0,L,2023-11-27,18R,D48,SUGOL
20467531,CSA616,CSA,B738,LKPR,EHAM,453,380.0,H,2023-11-27,18C,B15,ARTIP
20467532,KLM1164,KLM,B738,EFHK,EHAM,462,380.0,L,2023-11-27,18C,C18,ARTIP
20467533,KLM1071,KLM,B738,EHAM,EGCC,438,260.0,L,2023-11-27,,,
20467534,NCA049,NCA,B748,EHAM,LIMC,487,350.0,L,2023-11-27,,,
20467535,EJU96YE,EJU,A319,EHAM,EGPH,443,360.0,L,2023-11-27,,,
20467536,EIN84L,EIN,A320,EICK,EHAM,460,330.0,L,2023-11-27,18R,D28,SUGOL
20467537,RYR92UF,RYR,B738,LEGE,EHEH,440,360.0,S,2023-11-27,21,,
20467538,KLM25M,KLM,E190,LEVC,EHAM,451,380.0,H,2023-11-27,18R,A63,RIVER
20467539,WZZ875,WZZ,A321,LROP,EHEH,419,340.0,L,2023-11-27,21,,
20467540,AAL204,AAL,B763,KPHL,EHAM,460,350.0,L,2023-11-27,18R,J84,SUGOL
20467541,KLM28Q,KLM,B738,LHBP,EHAM,452,320.0,L,2023-11-27,18C,C16,ARTIP
20467542,KLM72Z,KLM,B738,EGPF,EHAM,450,390.0,L,2023-11-27,18R,D05,SUGOL
20467543,KLM86W,KLM,E190,LEBB,EHAM,435,240.0,H,2023-11-27,18C,B32,RIVER
20467544,CAI6T,CAI,B738,LTBJ,EHBK,454,380.0,L,2023-11-27,21,A1,
20467545,BAW423,BAW,A320,EHAM,EGLL,383,240.0,S,2023-11-27,,,
20467546,DLH5A,DLH,A320,EHAM,EDDF,402,230.0,H,2023-11-27,,,
20467547,KLM1867,KLM,E190,EHAM,EDDS,394,310.0,H,2023-11-27,,,
20467548,TRA11G,TRA,B738,EHEH,LGKO,371,230.0,L,2023-11-27,,,
20467549,KLM37P,KLM,B738,EHAM,LFPG,414,210.0,L,2023-11-27,,,
20467550,KLM1471,KLM,E190,EHAM,EGPF,453,340.0,L,2023-11-27,,,
20467551,BAW428,BAW,A320,EGLL,EHAM,460,230.0,S,2023-11-27,18R,D26,SUGOL
20467552,EIN60A,EIN,A320,EIDW,EHAM,460,370.0,L,2023-11-27,18R,D31,SUGOL
20467553,KLM1838,KLM,B738,LOWW,EHAM,459,360.0,L,2023-11-27,18C,C13,ARTIP
20467554,EJU23YT,EJU,A320,EHAM,LDPL,445,370.0,L,2023-11-27,,,
20467555,KLM1596,KLM,B739,LIRF,EHAM,457,220.0,L,2023-11-27,18C,C06,RIVER
20467556,KLM1992,KLM,E190,EPKK,EHAM,453,280.0,H,2023-11-27,18C,A52,ARTIP
20467557,KLM1722,KLM,E190,EBBR,EHAM,346,140.0,L,2023-11-27,18C,B16,RIVER
20467558,KLM48Y,KLM,B737,LSGG,EHAM,437,340.0,L,2023-11-27,18C,C14,RIVER
20467559,WZZ5VS,WZZ,A21N,LHBP,EHEH,422,340.0,L,2023-11-27,21,,
20467560,DAL258,DAL,B763,KBOS,EHAM,460,330.0,L,2023-11-27,18R,D10,SUGOL
20467561,SWR724,SWR,A320,LSZH,EHAM,454,380.0,L,2023-11-27,18R,B27,RIVER
20467562,HSO51A,HSO,A169,EDWE,EHHI,120,30.0,L,2023-11-27,,,
20467563,KLM85J,KLM,B738,EHAM,LEBL,480,290.0,L,2023-11-27,,,
20467564,KLM55K,KLM,E75L,EHAM,EDDN,415,370.0,L,2023-11-27,,,
20467565,KLM58R,KLM,B738,LROP,EHAM,461,360.0,L,2023-11-27,18C,D29,ARTIP
20467566,KLM33G,KLM,E75L,EHAM,EGPD,426,360.0,L,2023-11-27,,,
20467567,KLM83F,KLM,B738,EHAM,EGBB,438,240.0,L,2023-11-27,,,
20467568,KLM1197,KLM,E75L,EHAM,ENZV,418,360.0,L,2023-11-27,,,
20467569,FHM9112,FHM,A320,EHRD,EHEH,287,90.0,H,2023-11-27,21,,
20467571,KLM602,KLM,B744,KLAX,EHAM,490,330.0,L,2023-11-27,18R,F07,SUGOL
20467572,KLM1610,KLM,E75L,LIMJ,EHAM,428,320.0,L,2023-11-27,18C,A53,RIVER
20467573,KLM282,KLM,B744,KSFO,EHAM,490,330.0,L,2023-11-27,18R,E17,SUGOL
20467574,GTI5421,GTI,B748,KMIA,EHAM,490,230.0,L,2023-11-27,18C,S79,SUGOL
20467575,HNL16A,HNL,A139,EHJA,EHKD,140,30.0,E,2023-11-27,21,,
20467576,EZY57HL,EZY,A319,EGGW,EHAM,460,230.0,L,2023-11-27,18R,H01,SUGOL
20467577,KLM922,KLM,E75L,EGPE,EHAM,342,370.0,L,2023-11-27,18R,A62,SUGOL
20467578,BTI43N,BTI,BCS3,EETN,EHAM,445,400.0,S,2023-11-27,18C,B31,ARTIP
20467579,DAL48,DAL,A333,KJFK,EHAM,470,370.0,L,2023-11-27,18R,E02,SUGOL
20467580,KLM1635,KLM,B737,EHAM,LIMC,452,370.0,L,2023-11-27,,,
20467581,KLM77H,KLM,E190,EHAM,LFSB,390,310.0,H,2023-11-27,,,
20467582,KLM51Z,KLM,B738,EHAM,ENBR,459,380.0,L,2023-11-27,,,
20467583,KLM27Y,KLM,E75L,EHAM,EKYT,375,330.0,L,2023-11-27,,,
20467584,KLM1049,KLM,E190,EHAM,EGGD,406,240.0,H,2023-11-27,,,
20467585,KLM1854,KLM,E75L,EDDL,EHAM,328,180.0,L,2023-11-27,18C,B20,ARTIP
20467586,KLM73J,KLM,E190,EHAM,EDDF,379,230.0,H,2023-11-27,,,
20467587,KLM1341,KLM,E75L,EHAM,EKBI,366,290.0,L,2023-11-27,,,
20467588,TFL589,TFL,B738,EHEH,GCLA,464,310.0,L,2023-11-27,,,
20467589,AUA37H,AUA,A320,LOWW,EHAM,450,240.0,H,2023-11-27,18C,B23,ARTIP
20467590,RYR2GC,RYR,B738,LEMG,EHEH,432,340.0,S,2023-11-27,21,,
20467591,ASL69Y,ASL,A319,LYBE,EHAM,450,320.0,H,2023-11-27,18C,D23,ARTIP
20467592,BTI6RV,BTI,B733,EVRA,EHAM,436,340.0,S,2023-11-27,18R,B35,ARTIP
20467593,LZB461,LZB,B733,LBSF,EHAM,442,320.0,S,2023-11-27,18R,D28,ARTIP
20467594,AEA35UZ,AEA,B788,LEMD,EHAM,431,260.0,L,2023-11-27,18R,D47,RIVER
20467595,VLG83KQ,VLG,A320,LEBL,EHAM,452,360.0,S,2023-11-27,18R,D52,RIVER
20467596,SXS19R,SXS,B738,LTAI,EHAM,446,380.0,S,2023-11-27,18R,D25,ARTIP
